	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
31503	5502	B000IOGVM4	A1YE4TXY3NXG7N	Toys & Games	1	The same, classic toy I grew up with.	0.0					8
38395	6737	B000WS1I3I	A2ZCV3VGADCUZK	Tools & Home Improvement	3	All parts have polished brass appearance and give the product a classy look.	0.0					13
42324	7357	B001680YRY	A2O7GDWNVZIZNP	Tools & Home Improvement	13	Other men on his team have bought them as well.	0.0					10
3573	495	B0000224BB	A14JBDSWKPKTZA	Tools & Home Improvement	18	An I beam shape would solve it, but is impractical, even on a tiny scale.(...)	0.0					14
30854	5394	B000HSHV84	A1R7JYPQWEXMYT	Tools & Home Improvement	2	Torx screws are designed to be driven with high speed drivers and not slip like would happen if you used a Phillips head screw.	0.0					24
83682	13963	B00HS3NI4W	A3QBCX2QMKJ7AH	Tools & Home Improvement	17	The overall outside body of the safe seems extremely well-built and solid.	0.0					11
11744	1915	B0002CZTIO	A22SZV0N4O2FQM	Musical Instruments	3	Boy was I wrong.	0.0					4
72611	12255	B0067GKGFU	A1HDOWX4PJBFMP	Baby	5	The silicone piece that is supposed to keep the wipes from drying out also doesnt do its job well.	0.0					19
77083	12994	B008JE5KZY	A3UXQIOQP2WPGW	Toys & Games	2	Took a month before I got them, good thing I ordered a month early.	0.0					14
35394	6233	B000PW71LO	A8KBCNZSGUI9C	Sports & Outdoors	5	The tray installation does not require contact with the primers and you can store different size primers in each tray.	0.0					20
30676	5363	B000HGTV5W	A3KC6KTMVSX54K	Toys & Games	1	This little tyke walks, sits and yelps when on.	0.0					9
53641	9244	B002FQ4GM0	A3L1GGLMYNO55D	Tools & Home Improvement	3	When installing it, you can tell that the plastic is very cheap and flexes as you try to tighten it down.	0.0					21
81215	13662	B00C6PWX02	AKZ4NJE47LVYH	Toys & Games	2	I gave it 4 stars because I hate how Mattel makes these dolls.	0.0					12
72813	12285	B006D53Q2U	A1C92XQQ44LKSR	Toys & Games	5	I love having it in my collection, this new toy company is making amazing figures...	0.0					15
23314	4082	B0006NGYJ2	A2UQW75PB93971	Tools & Home Improvement	1	Works fine as replacement for my old opener.	0.0					8
83676	13963	B00HS3NI4W	A3QBCX2QMKJ7AH	Tools & Home Improvement	8	It states that guns are not to be stored in here.	0.0					11
56820	9750	B002Z4JGL8	A3NZH8HRZWOZ9R	Sports & Outdoors	2	I like that it is clear plastic so I can see the number of remaining pellets.	0.0					16
67699	11493	B004S6ECLU	A6VSWJVTWEOII	Toys & Games	1	My kids were thrilled with this as soon as it was out of the box.	0.0					15
1356	214	B00000ITOQ	AJGU56YG8G1DQ	Toys & Games	1	This map is excellent!	0.0					4
70024	11852	B005AW0RNS	A229HWN7ZXG2WH	Toys & Games	4	I have taken these parts out of the Christmas box.	0.0					10
68122	11554	B004TXZXU6	A3057ZJL1OX1W0	Toys & Games	2	They are soft and well worth the price.	0.0					8
19138	3281	B0002FOBJY	A3NK6WKA7GKRZS	Musical Instruments	2	I remember these from 35 years ago in high school band.	0.0					10
82556	13841	B00EKNSSHA	A18OQ22OVZ1XO9	Baby	31	As it is, my half of my sons leg hangs off, which is uncomfortable, so we dont really use this feature.- canopy: great sun coverage, but I wish there were a flap so that I didnt need a rain cover, but could just flip it out to keep water from draining on my sons knees.	0.0					54
63468	10817	B0042G8YCY	A74Y4M5BY1BZQ	Baby	8	That was when he was about 7 months old.	0.0					8
51991	8946	B0025W1KP0	A2ESBPW0B6OGVD	Toys & Games	3	Then my son wanted to take it apart and put it together again - hes done it about five times, and pretty much does it on his own.	0.0					27
11778	1923	B0002CZUTM	A2JZTK0WGJCMGN	Musical Instruments	2	I also purchased the Fender Mustang I Amp, Epiphone custom case (fits like a glove) and Planet Waves Planet Lock Leather Guitar Strap (comfortable and very secure) which made for an UNBELIEVEABLE combination along with Rocksmith 2014.	0.0					36
5231	762	B00004YODB	A3CR7V7V236TQS	Tools & Home Improvement	10	This tells me the router has been around for some time and makita does not keep many tools around for years on end unless they prove out well , I see tool models go many times from makita and some all around for decades and still are .	0.0					46
10162	1615	B0000CCXU6	ACGHDNJ5ERJLX	Tools & Home Improvement	2	The PC planer was pretty good for small jobs or medium-hard wood, but I was making a bunch of cutting boards for Christmas presents out of hard maple and purpleheart.	0.0					29
9958	1585	B0000C50K3	A1F3ME9EEGV8WT	Sports & Outdoors	1	"I DONT SHOOT THAT MUCH SO THIS THING WORKS GREAT!""Hoppes BoreSnake is the fastest bore cleaner on the planet."	0.0					20
44242	7668	B001AS696K	A2PIMV34TSWOUM	Sports & Outdoors	15	I get to choose from many programs.	0.0					7
21909	3845	B0002KZIVY	A136IQFGB01KQB	Musical Instruments	5	I simply cannot understand what Fender is thinking.	0.0					9
50818	8743	B001TWVESA	A3QPOCMLCMIGQ5	Tools & Home Improvement	1	I have ran these grinder for years for log work, and they take alot of abuse and work for a long time.	0.0					22
60024	10287	B003FKSZYA	A2WE84Q2TEP8TI	Toys & Games	4	But I love the fact that all the little trucks can be stored in this truck.	0.0					16
31822	5558	B000JIDACS	A3JLHAA6JFUHYZ	Baby	4	Highly recommend:).	0.0					2
43621	7553	B001920UG2	A1YIB5AJ95T7DT	Sports & Outdoors	3	I only use it on the rear so when it does break free I dont go down, but it really does hook up well when needed.	0.0					26
12208	1959	B0002CZV78	A3IKOEE8Z3T6BH	Musical Instruments	4	The controls are great, and you can get a large variety of sounds.	0.0					13
18040	3087	B0002E5518	A1S0HTDO0P4N5V	Musical Instruments	4	No more bendable problems, I really love these extensions.	0.0					9
77188	13014	B008M0TUO2	A88BN92QXACY7	Baby	7	These cups get thrown off the boys highchairs several times a day, and they have not cracked or broke.	0.0					19
69566	11773	B00531DHX8	A29C0Z6BY8HB9H	Toys & Games	1	I got this doll for my 4yr old daughter.	0.0					8
77114	13000	B008K6MMRK	A20R1TZKNB8YMM	Baby	2	Just lay it down on the floor and the attached blanket pulls over.	0.0					13
32969	5774	B000LZRKFC	A1MOS3ZAR5VIGK	Tools & Home Improvement	1	My plastic cover came off mine and wont go back on.	0.0					11
60684	10402	B003JP8GMW	A33VRQMLQXJBO3	Tools & Home Improvement	1	Worked fantastic.	0.0					2
71416	12058	B005NGGF7I	A2ICHZ7FMFFW2N	Tools & Home Improvement	2	Its much nicer than the typical connectors you get with low voltage lights these days and installed in a jiffy.	0.0					20
51981	8943	B0025V1REU	A3KBFCPNQ58YK4	Musical Instruments	3	By all means if you are buying it for your kid who just started playing.	0.0				after	15
57065	9800	B0030DK77U	A3LWC833HQIG7J	Tools & Home Improvement	2	I cant speak to how easy it is to install because we had a couple of plumbing jobs this being one so we had someone install it.	0.0					27
42114	7321	B00162RMA2	A3G4EN4BQ4AWQ6	Sports & Outdoors	5	Took it in for professional sharpening ($4).	0.0					6
57916	9938	B0035ER8MG	A2HZVN74T65NQ4	Baby	2	love that it has wheels and can move it from room to room!	0.0					13
25007	4366	B0009RG8E6	A27PWEVY0C967T	Baby	7	The pillow also can only be spot washed.	0.0					8
45485	7890	B001CWFBR2	A1AGCXQY6NA6IR	Baby	1	These blankets are soft and I like the prints and colors.	0.0					11
25741	4510	B000ASBCK4	A3M512MP0FK3QT	Tools & Home Improvement	10	It includes a wrench that snaps in place so you dont lose it.	0.0					13
40724	7094	B00138YI7Y	A3RMDGXN8T6D1F	Baby	18	He hasnt quite gotten the hang of it to the point where he drinks as quickly as he does from a bottle, so the first few tries he quit after a bit out of frustration, and I had to top him off with a bottle.	0.0					45
13894	2278	B0002D0CGC	A2HTMBKL4KE2JH	Musical Instruments	2	end up losing them verses breaking.	0.0					6
10160	1614	B0000CCXU3	A2WFYVXAXENVEN	Tools & Home Improvement	16	If you need it, buy it, you wont be sorry.	0.0					10
73945	12475	B006Z6E9DW	A27L2H9YEBOWHT	Baby	1	So easy to cool for my baby with it	0.0					9
11734	1913	B0002CZTIO	A10H2F00ZOT8S2	Musical Instruments	3	It can hold light to heavy picks and its super easy to put it and take it off.	0.0					18
20460	3577	B0002GXZK4	A1DYBNOP47KAE1	Musical Instruments	3	the old strings would work for set-up if needed) and the intonation (harmonics at the 12 fret exactly matched the fretted note at the 12th fret) was dead on.	0.0					26
50043	8615	B001QOGNCI	A15IG53L0NGMTR	Tools & Home Improvement	5	The puncture seal one has a lot more storage space than the others listed above aside from the book.	0.0					19
38534	6757	B000X1TYTO	A52VAHK7AWT7Q	Tools & Home Improvement	24	So, since that has not been done yet, as I have only had them a few weeks, I will re-post later to see if this seems to be the case.	0.0					29
79436	13395	B00AO01JII	AS0JW5J7J6VDG	Tools & Home Improvement	4	I did remove the lock washers which impeded the tightening of the nuts.	0.0					13
82523	13838	B00EIN1C4I	A2W9GX82SLKROQ	Tools & Home Improvement	57	If you think you need of a good flashlight and a USB battery pack quite often, and the price doesnt faze you, this device is a great buy - compact, well built, works well.	0.0					33
76528	12911	B0089MQW94	A209V1OUPBH5XP	Toys & Games	1	Its a cute bear, was free with other toy purchase.	0.0					10
37134	6542	B000UI8CQG	A2WS6FMF750EI9	Toys & Games	1	We love the option of Aqualina shunning her tail for pedestrian life.	0.0					12
6259	931	B00005C2NP	A3N5FK8Z1X8WCW	Baby	4	First of all, the bottle has to be positioned in the warmer a certain way so that it presses a safety latch to keep the warmer on.	0.0				before	27
43420	7519	B0018S4XIS	AH3TGDK5AWX7	Sports & Outdoors	3	As for putting batteries in it and securing the base back on, if you have trouble with this, you should probably stick to a hotel and skip the camping or other outdoor activities.	0.0					33
67336	11434	B004PRURRK	A115ZXFLSNN5GG	Toys & Games	6	After it is turned off, then turned back on, it always starts over from the beginning of her playlist.	0.0					19
26136	4573	B000BFHED0	A3LDSDZEFXAX8L	Tools & Home Improvement	5	Seems well made, and can probably hold tools, or something heavyweight very well.	0.0					13
25439	4451	B000AAC5T4	A2BII435N2E9BY	Sports & Outdoors	3	However you will only receive two aluminum, or alloy pins.	0.0				after	10
9499	1476	B0000ARAOS	ARO2VTSIZS6BT	Sports & Outdoors	2	I have the camp chef explorer EX-60LW 2-burner cook system with the two side shelves and two pans stored in this bag and it works just great.	0.0					25
7821	1225	B00006RQCR	A2MSQNPTNAAGL1	Tools & Home Improvement	7	My kitchen faucet is a moderately raised arch and I found that the vertical upright was in my way because the filter is too tall to swing away under the faucet, it only swings up to it leaving a big obstacle in your line of sight and in the way when washing bigger pots.	0.0					54
25512	4471	B000AM8BBI	A1MY6YCBL9HY3Y	Tools & Home Improvement	1	I used this to store resistors and other small components of electronics.	0.0					12
60117	10304	B003FXIXKI	A232D9M1G6Z5PD	Tools & Home Improvement	1	I found the Qualcraft Basemate difficult to use.	0.0					8
22220	3910	B0002TG1GG	APBEG3Y76DCA0	Tools & Home Improvement	1	A gadget would be putting it nicely.	0.0					7
52118	8967	B0026JELLW	AIO52BBBTBDSE	Sports & Outdoors	5	"Used as an add in to a ""zero bag"" when it got below 25 F.  Another nice piece of gear to have in the bug out bag."	0.0					25
8899	1375	B00009KWUH	A2TSHS6MQ6SS0J	Sports & Outdoors	5	Lots of fun!	0.0					3
10230	1627	B0000DBHHR	A2R1LE5SFJ1GXP	Baby	1	We did a lot of research looking for gates.	0.0					9
30359	5309	B000H53W0I	A2NX2Q7UGL6ZBT	Tools & Home Improvement	3	I cut more small pieces than I thought I did, I find myself reaching for this quite often.	0.0					18
42977	7454	B0017T2RYU	AHIQL2LN76SRN	Baby	7	We had a very bad experience with a fisher price monitor set.	0.0					12
27876	4880	B000EEJE4K	AGGQFKI536BUW	Musical Instruments	7	I actually find the Dunlop pick to fit much better, and I dont get extra overhang as with the National (which tends to catch the string).	0.0					26
64540	10981	B0049CWJDQ	AC6CDB9KAFIJ0	Tools & Home Improvement	5	So I contacted Hunter Fan company and they shipped me a new fan.	0.0					13
40769	7096	B0013A1KLO	A1UKP9O3RB0VGK	Baby	10	The clips are great for holding a bag, or the JJ Cole changing pad, or a sippy cup leash.	0.0					19
62081	10620	B003VNYIUQ	A1L9HUVWFCTUF6	Sports & Outdoors	2	Since its a spring then tension gets heavier the more compressed the spring.	0.0					13
5019	724	B00004W156	A37XWQSRKLUOOA	Toys & Games	2	Making sandwiches has never been more fun.	0.0					7
80036	13486	B00B5OL28Y	A382DHZJ0LHUC8	Toys & Games	6	Once you get the setup done, now the fun part; attempting to complete the card correctly.	0.0					16
77929	13144	B0095PZHRC	A7T2VY28U2IDB	Sports & Outdoors	11	Using it on the stationary bike for an hour well lets just say I hit over 8,000 steps.	0.0					17
20176	3512	B0002GX5NG	A223S6N0DBQBHP	Musical Instruments	1	I got this to install it on a podium.	0.0					9
9577	1492	B0000ATOFK	A95O40OHFMGB7	Sports & Outdoors	4	It comes with two very nice long ropes which are sturdy and rough enough to attach securely to just about anything, without being scratchy or stiff.	0.0					26
67486	11452	B004QXY4ZE	A36LO6ZA8EUEHM	Toys & Games	3	It is pretty much what I expected.	0.0					7
62229	10644	B003VWKPHC	A2T305UHZJ21L1	Musical Instruments	4	Also the rubber pad on the clamp falls off easily.	0.0					10
61306	10501	B003OUWINA	A8LCMZ8UNDSAI	Baby	4	The pattern is also very nice and matches well with gray interior.	0.0					12
69226	11728	B0051AM818	A3TX46J8SBZPG3	Tools & Home Improvement	10	If you have a need for one of these, this looks like a good one.	0.0					15
9831	1554	B0000BYRNH	A2MT99W9F9TPR9	Sports & Outdoors	6	It was shipped quickly and was well packaged.	0.0					8
6299	935	B00005C6P4	A1VJPDAVCJAC3S	Baby	24	Do your baby a favor and buy a BPA free one somewhere else, and freeze your baby food in tiny Pyrex.	0.0					21
15766	2675	B0002E1H9W	A1EQYR35KLTECN	Musical Instruments	1	I like Dunlop products but...	0.0					5
73838	12450	B006WZNXBA	A2B71XWRRFJF7U	Toys & Games	7	It goes straight very well, you will need to be on hand to re-orient your little one when they have gone as far in the current direction as they can.	0.0				after	29
79641	13432	B00ATWUE1O	A3QEIVO8AB3YMU	Toys & Games	4	He was able to get the first one or two, but thereafter, it became difficult.	0.0					15
43726	7576	B0019DCHBW	A244ODGWRUZCD2	Sports & Outdoors	2	I didnt want to spend $70 on that when I already have the bottle and you really cant tell from this stock picture if it has the concave section on the lid or if the handle is the same.	0.0					38
28852	5020	B000F9O85E	A3C1QYGEET3BVY	Toys & Games	2	I paid $8 for the King Kool Lounge and Im not sure the Kelsyus Floating Lounger is any better.	0.0					17
12680	2016	B0002CZVK0	A1EX4410F46C8O	Musical Instruments	18	Kicks this things end when it comes to range and simplicity to use!	0.0					13
14333	2370	B0002D0COE	A1LI9W7A0CYOHV	Musical Instruments	1	We all know its just a container with a sponge in it, no biggie.	0.0					14
70956	11986	B005IVUWDG	A3JEEPYPEM9V81	Musical Instruments	2	I use delay pretty light n tight - slapback vibe, not too wet.	0.0					12
78424	13227	B009MLXJXI	AHS6PX6H22WW1	Tools & Home Improvement	19	Thats the only negative point I would say.	0.0					8
33471	5850	B000MQYZ5S	A2WW57XX2UVLM6	Toys & Games	7	The spare tire in the rear also has a rubber feel.	0.0					11
62793	10718	B003Z4JJX2	A330HCCXCMIDH4	Tools & Home Improvement	5	These are on the more expensive side of smoke/carbon monoxide detectors but I put them in several rental units i own for peace of mind and they work great.	0.0					28
28316	4946	B000EQGSXS	AABNFMZI3V808	Toys & Games	5	I seriously thought it was a joke.	0.0					7
22635	3982	B00064MUQC	A3OY0LUELDW56O	Baby	8	Everyone should buy this if you have a baby.	0.0					9
46840	8080	B001F6IWVW	A3VI5VDU52N1RK	Sports & Outdoors	1	Once you use these it will be hard to back to glue.	0.0					12
40369	7051	B0012RWCF6	A1TVFEIAK9EMID	Tools & Home Improvement	3	No problems so far.	0.0					4
22773	4008	B00068M3HY	AN9CP6J4JF91X	Sports & Outdoors	4	This meant I had to carry the dead waterfilter for a week.	0.0					12
75291	12716	B007Q4NCZI	A10TZJ3SNARRG1	Sports & Outdoors	2	Definitely put old newspaper or something beneath the bike before using as dirty cleaning fluid will drip from the chain, gears, and chain rings when using this.	0.0					27
52871	9102	B002AMVYQ0	A2N5FYSZ8QRMSA	Toys & Games	2	It is very durable/ great quality.	0.0					5
67564	11468	B004RGQVT2	A1ZAN7KBME97B3	Toys & Games	2	Hes my age, but he doesnt need to be a kid to live stuffed toys.	0.0					15
3505	492	B0000224B7	A14JBDSWKPKTZA	Tools & Home Improvement	10	Why am I concerned about this?	0.0					6
49662	8554	B001PL7R7M	AX0ZOOHFLVEC8	Toys & Games	3	The blacks dont fall easily & are very different which makes them fun to build with.	0.0					15
74564	12587	B007B7LT2S	A2QDOJFFLFGF18	Toys & Games	5	Even the boys thought it was a good game as well.	0.0					11
11797	1926	B0002CZUTM	A3G5BIFX6VS1OP	Musical Instruments	2	Ive owned and played a variety of guitars in my lifetime.	0.0					11
68655	11643	B004XNK7AI	A3M4FU3WQWJHMP	Musical Instruments	1	Works well even with a room full of noise.................... plus its easy to see.	0.0					14
80668	13580	B00BN6QAWM	AGV0RUQJHFW3S	Toys & Games	2	It measures about 9 inches in diameter and about 6 inches high.	0.0					10
44656	7734	B001BDD6T2	AO8WBT59H4V9K	Baby	4	If you wash it, just let it drip dry.	0.0					9
1485	230	B00000IUXC	A1L2HDNL4XFL4H	Toys & Games	23	I havent seen any other on the beach or at the pool.	0.0					12
8348	1286	B00008614F	A1GUX6R8DV3ZLY	Baby	12	They are easier to use during feedings.	0.0					7
17743	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	8	Right at the upper lip works well for me.2) The bass cut and presence boost are convenient.	0.0					16
15669	2657	B0002E1G5C	AFB7MSIPJIW68	Musical Instruments	1	Ive had string winders for years, but never a multifunction one like this.	0.0					13
75678	12788	B007XVYSYI	ANPHYZGDANR45	Toys & Games	4	My 6 year old nephew just spent the weekend with us, and he couldnt put it down.	0.0					16
13908	2282	B0002D0CGC	A3MTR7P9PYAALX	Musical Instruments	7	I give them a thumbs up!	0.0					6
11640	1889	B0002CZSJY	A1VQHH85U7PX0	Musical Instruments	2	It works on my Orlando classical guitar as well.	0.0					9
59518	10203	B003BXKZZ8	AK3WDQ5AC52CH	Tools & Home Improvement	1	I bought this to remove screws from the circular plates used to hold a doorknob in place.	0.0					17
45955	7959	B001DT33QU	A2V99RXY8L0HL7	Tools & Home Improvement	8	Except for one small board (and Im reaching by calling it a board) this assortment contains nothing but fairly large blocks.	0.0				before	21
44707	7741	B001BKX0V4	A3P6ET0G4CR86C	Toys & Games	2	The great thing about this product is that it can grow with him as it is adjustable.	0.0					17
51064	8772	B001UAMZD4	A3QAQB6BRL9H3C	Sports & Outdoors	5	There are other, more reliable, ways to read a fingerprint.	0.0					10
7870	1229	B00006S7CL	A2WEUTN5O4U8DH	Tools & Home Improvement	5	It is definitely OK for the designed usage of moving it from one machine to another.	0.0					16
73535	12398	B006ROJP7M	A3A4ZAIBQWKOZS	Toys & Games	16	This is a high quality puzzle with a really nice picture on it and definitely worth the premium you pay if you plan to display it.	0.0					26
4565	647	B00004S9I0	A1MR1VMK999I6O	Sports & Outdoors	7	I have scads of cast iron from this grill/griddle, to fry pans of all sizes, and cornbread pans and other items.	0.0					20
27256	4766	B000CD1R7K	AOHR2Q90UXF23	Musical Instruments	2	My only complaint is I wish it could go a notch or two lower.	0.0					14
7463	1168	B000068O4H	A9J03MF2689TS	Musical Instruments	4	(Its an 8 channel XLR snake).	0.0					5
26982	4712	B000BVKPO4	A1602X5B3VJVQ8	Baby	3	You can use a dishwasher to sterilize, but that seems wasteful to me to run a dishwasher just to sterilize when a 5 minute run in the microwave with only a few ounces of water will do it.	0.0					37
58127	9968	B0036DDEWY	A1UC4V580O626B	Toys & Games	2	Bought for my one year old daughter she absolutely loves them!	0.0					11
71472	12068	B005OSYKKO	A3V5L5W1I0WAI6	Toys & Games	5	Everyone needs tese!	0.0					3
42458	7380	B0016KJKYK	A1UJSJ35S3WT8U	Tools & Home Improvement	5	This one lasted maybe 2-3 months.	0.0					5
57015	9791	B0030CDEEY	A3OEHXLOJUDA2T	Tools & Home Improvement	7	Very bright night light.	0.0					4
11007	1770	B0001Q2VPK	A1PEEG8S60OPWQ	Tools & Home Improvement	4	Im very excited about this compressor.	0.0					6
71746	12119	B005TYDODM	A6NH0UBGPUKP	Toys & Games	3	If you switch on the bottom and hold down the claw, Xia-Xia will move around just like a real hermit crab-which is great entertainment for kids!	0.0					24
58208	9980	B0036RIMNQ	A2NBCCFDISGUQT	Toys & Games	1	Great fun for the family.	0.0					5
68243	11573	B004UJO41S	A1KF61HK8BM4D2	Musical Instruments	3	What did I want for this price anyway?	0.0					8
21902	3843	B0002KZIV4	A1AWXXBQRQN13I	Musical Instruments	4	I would difenantly recomend them	0.0					5
47862	8224	B001H86JRC	AJRSKBA2P6P93	Baby	5	If they are stuck, try using soap or something to loosen them.	0.0				after	12
11639	1889	B0002CZSJY	A1VQHH85U7PX0	Musical Instruments	1	I bought this Capo for myWashburn D10.	0.0					6
13848	2269	B0002D0CEO	ALUTHT4U058KZ	Musical Instruments	1	These will pluck Guitar and Bass strings decently.	0.0					8
56029	9627	B002UXQM3E	A2YMUZWVGHIDA0	Baby	5	Horrible service.	0.0					2
51662	8879	B001Z54H3K	A3HP7JU4ZORF52	Toys & Games	11	I am semi happy with this robot, first of all it is relatively cheap for a remote controlled robot, even small ones usually cost many times as much as this one, however the Inchworm do not have many functions, it is just remote controlled and it walks.	0.0					47
76993	12978	B008H6TA28	A1MRLJENDYYXTM	Toys & Games	5	I bought the Conductor Carl track100 Pieces of Bulk Wooden Train Track by Conductor Carl.	0.0					14
53060	9136	B002BU0PRK	A1G6PZ4QN9V2IB	Baby	8	The best thing about this carrier is the fact that can carry my sweet baby girl for as long as she wants to be carried, and in almost any situation without pain.	0.0					32
22587	3974	B000641DPQ	A2EQZ0IA5BUOKY	Toys & Games	7	Walmart is cheaper - shop around.	0.0					5
13815	2261	B0002D0CEO	A3FW4THIMBIN6V	Musical Instruments	4	Easier to use for beginners and easier for strumming in general.	0.0					11
28860	5021	B000F9ZG3M	A8HUL9LPJWF4L	Toys & Games	2	!They are large, chunky and stick well!!	0.0					7
77950	13145	B0095SNHBC	A1C5TCCR2IGKBU	Tools & Home Improvement	5	If youre not comfortable with plumbing projects, you might want to skip this one.	0.0					14
35578	6270	B000QGCJU2	A1LH6RF4UN9VI6	Musical Instruments	9	I cant recommend this product.	0.0					5
4799	687	B00004TBQ2	A2WD3G8KAUD4YZ	Tools & Home Improvement	1	Shark saws are perhaps the best lower priced japanese pull saws going around.	0.0					13
74928	12650	B007IHYBV2	A3TBMAWIIHKHFN	Musical Instruments	2	But I think itll work well overall and I like the fact that its so compact and portable.	0.0					18
11586	1873	B0002CZSJO	A22LLQ00V32YZJ	Musical Instruments	1	This capo is as good as Ive ever used and its in pink which perfectly matchs my shell pink strat.	0.0					20
4929	711	B00004U3FX	A2VYS4G2VZAKSG	Toys & Games	4	The cheaper one does come with the sponge ducky cleaner while the expensive one does.	0.0					15
33810	5926	B000NE4UN6	A3CSSZ6U5J4YS5	Musical Instruments	3	It seems like a gimmick, but I have two stands and its nice to be able to grab both of them by using the bag straps, and still be able to carry more gear with my other hand.	0.0					38
79584	13420	B00ASP3YZK	AI5SCXQAQ3MO5	Sports & Outdoors	1	Brilliant design, rugged built.	0.0					4
80593	13567	B00BLJ3AR4	A30IP3E4MDQ36	Tools & Home Improvement	4	Just unscrew the cap, slide it up to the collet nut and tighten!The 3000 fits my hands quite well (I have large hands).	0.0					23
42283	7355	B00166DXO2	A2Y6KBLUNU7171	Tools & Home Improvement	5	The main housing is machined aluminum, giving it a light-weight, but still solid quality feel.	0.0					14
59688	10232	B003DA5XAQ	AAV3HU72C3R3G	Tools & Home Improvement	3	This drives them like a dream.	0.0					6
3696	507	B0000224J4	ATP3384J9UIY2	Tools & Home Improvement	6	There wer no missing parts or scratches.	0.0					7
23181	4057	B0006HB9G6	A18OBUSMXVE8R0	Toys & Games	7	Finding letters,leads into making words,and then all you have to do is to use a timer,and the competition with yourself,others or teams will provide lots of entertainment.	0.0					31
34125	6002	B000NTMJK2	AGGDCYJILJAVB	Sports & Outdoors	1	This makes it easy and is nice and inexpensive.	0.0					9
53453	9208	B002E6NAE6	ATVQTZBOBQ5XC	Sports & Outdoors	2	The fit is extremely tight and there is no flex.	0.0					10
66890	11358	B004NRNSXM	A23JI6QCQPL7BP	Baby	4	She loves to sit up and I feel safer that is has the lap belt.	0.0					15
27228	4757	B000CC5EKM	A2AJDCY5XJDTYH	Baby	1	I love this Kiddopotamus swaddle.	0.0					5
58375	10009	B0037M62AK	A1SD1C8XK3Z3V1	Musical Instruments	1	First of all this strap looks super cool.	0.0					8
55036	9465	B002PEGT9U	A2FZQF0MH29VYN	Toys & Games	1	My son is obsessed with tractors, so this was a ideal gift.	0.0					12
947	138	1933318430	A3I1BJIFFM4S21	Toys & Games	11	My favorite one was the animated game which was a real hoot.	0.0					12
78175	13178	B009BQUC1Q	A26IKBWCSJ2Y9K	Tools & Home Improvement	2	I scored these locally for 6.29 each instead.	0.0					7
3556	495	B0000224BB	A14JBDSWKPKTZA	Tools & Home Improvement	1	If you are buying 40 or 24s you might want to consider buying the Bessey cabinet door clamp kit.	0.0					17
43764	7581	B0019FATKG	AEWYUPCNDV7HY	Toys & Games	7	Im very happy with this set and recommend it for anyone who wants a very small portable chess set.	0.0					19
625	85	1589946634	A18EUQFB1I3CGA	Toys & Games	11	Its very simple, but there are location and event cards, not easy for players to image the whole area as space hulk board game.	0.0					24
80891	13609	B00BSWSFEC	A3JVUAN6RI36EE	Toys & Games	1	What a hit at my granddaughters birthday.	0.0					7
58877	10101	B0039KHS2G	AKTUQBR88TD11	Baby	8	All that effort, side pain and head noise for a tiny amount of snot.	0.0					14
2921	412	B0000223TG	A14JBDSWKPKTZA	Tools & Home Improvement	20	Highly recommended.	0.0					2
53805	9268	B002GYWBJ6	A1N4PW6FTMBUSQ	Musical Instruments	2	*edited to add*: A few months later I bought the FBV express pedal board.	0.0					14
14420	2382	B0002D0COE	AGW1JFTQNX7SZ	Musical Instruments	1	Its simple, basic, but I dont think it does that good of a job.	0.0					14
22217	3908	B0002STTSY	A2JSHEP596ZWKC	Tools & Home Improvement	2	This crimper is doing the job nicely with few bad crimps...	0.0					11
69895	11830	B0058EOAUE	A1AHII2R0R6FAE	Sports & Outdoors	4	I was invisible, anonymous.	0.0					4
74045	12499	B0071EYS1U	A3T0ML1RM1WR32	Tools & Home Improvement	1	Yes, it works.	0.0					3
33899	5944	B000NJJ1MQ	A381HM3XAV5SA	Tools & Home Improvement	7	I really hoped that it had not had the key option to be more secure.	0.0					15
50093	8621	B001QUXH5S	A2FSOHSM9X13JT	Sports & Outdoors	12	The contour is, to me, pretty comfortable, though some others have stated it is not.	0.0					15
6173	913	B00005BXEY	A2I4ZE44AXME2J	Baby	18	In the mornings I will pump directly into the avent bottles withPhilips AVENT BPA-Free Classic Bottle Sealing Discsin place to store in the fridge.	0.0					23
264	50	1556346638	ACI4789O50TU5	Toys & Games	12	Its a very useful tool for introducing newcomers to these kinds of games (although Fluxx or Current Number of the Beast are maybe even better for this purpose).	0.0					28
39890	6971	B00115PFOO	A13OUAD6YYBBZR	Baby	6	It took my sister and I, who are pretty handy, less than an hour to put together.	0.0					17
63256	10787	B00421AGP2	AI2XINIZFPBI8	Toys & Games	3	The first player spins and whatever category the spinner lands on is which question they get.	0.0					16
42525	7388	B0016SKF4G	AIIYOR1IQKYSM	Sports & Outdoors	9	I do not find the stick to be heavy or cumbersome for carrying.	0.0					13
9380	1457	B0000AQRST	A2KI91IR3RA7D0	Musical Instruments	6	Id only use an SM-7 in a studio environment though because they are slightly more fragile and over four times as expensive.	0.0					21
11069	1781	B0001WASDG	A80J37LFA5Z56	Sports & Outdoors	3	Main reason I bought it is for small game hunting, skinning rabbits and such.	0.0					14
