	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
83612	13841	B00EKNSSHA	A18OQ22OVZ1XO9	Baby	9	Storage: The storage on this is great.	0.0					7
9330	1429	B0000A25X6	A3NCAW74NBI1GG	Tools & Home Improvement	3	I spent around 14 hours of my own time trying to adjust everything properly following the instructions in the manual and gave up in complete exasperation.	0.0				after	25
74125	12339	B006NWMNPO	A2QY6S1O0Y0Z65	Baby	13	Once you installed it , you dont take it out for multiple years.	0.0					12
35197	6115	B000OY4WDI	A2IDOKLAT1MP8X	Musical Instruments	10	Played with an American Deluxe Strat with N3 Noiseless pups in the 3rd position, it actually performed very well on a crystal clean channel.	0.0					22
41716	7164	B00140KS9I	A2LTTDNALI5484	Baby	3	Meaning following the directions to the T. My wife did not miss any sessions and used it religiousely.	0.0					17
75006	12494	B0070U5ISM	A3KMUWUB63K5MP	Baby	5	They should have put the softer material on the whole thing.- I wish the mirror was a little more real, instead of a plastic sheet which makes things distorted (of course, this is the mirror used on ALL baby toys).	0.0					39
47800	8128	B001G0MAVA	A1K7UL93XMYHB3	Tools & Home Improvement	10	Its easy to do and performs fantastically.	0.0					7
69171	11575	B004UKNJCM	A1SCANWWQTEG9I	Toys & Games	6	I dont think the replay value is very high.	0.0				before	9
35532	6167	B000P9F092	A1UD16T8XBNNIE	Sports & Outdoors	1	We used this grill for a 4 day camping trip where we did all our cooking on an open fire pit at the campground.	0.0					23
19354	3276	B0002FO9QY	A1URXSRV6WDHVY	Musical Instruments	2	Well built and functional, just the perfect size for your Dot,  Casino, 335 , or in my case a Sheraton II.	0.0					19
41816	7183	B0014BRW6E	A28B55TZABEHE0	Sports & Outdoors	7	I dont think ive had the chance to break these in entirely yet but im really excited.	0.0					17
27365	4712	B000BVKPO4	A1602X5B3VJVQ8	Baby	6	There are cut outs on the bottom of the sterilizer tray for longer bottles, but if you are using a different brand than the cuts may not fit.	0.0					28
84261	13908	B00G5L9JF0	A60I915C5M3JE	Tools & Home Improvement	5	I placed this so as I round the corner into a dark room, it comes on and lights my way very brightly.... would definitely buy again.	0.0					26
34619	6008	B000NUEJPO	A20H8QNUJZNFAN	Sports & Outdoors	3	It fi perfect, but needed the plastic collar from the original motor bracket, oops that was lost.	0.0					17
53825	9140	B002BVY5W0	A2S3SUKUBE08KD	Sports & Outdoors	7	This is because your body weight will press down on the suspension when sitting on it.	0.0				after	16
47250	8047	B001EYU97A	A7JDRR7KJA6HG	Tools & Home Improvement	11	I think they could include a longer bar and build a holding track into the jig for storage so it doesnt get lost.	0.0					23
8806	1344	B000096L4F	A1MD7N2KL3K9QW	Baby	3	WITH ALL THE FABRIC IT JUST SEEMS AWKWARD.	0.0					8
6731	995	B00005S7TD	A1BO06X17IPILN	Tools & Home Improvement	9	The signal magnet on the armature had fallen off and wore through the speed control sensing coil.	0.0					17
18511	3116	B0002F519I	A22810LZ1TDWH2	Musical Instruments	3	Would recommend it to other people	0.0					6
36733	6380	B000RSOV50	A2RX7YZD9PXSHD	Tools & Home Improvement	11	After running the poor performing batteries through a refresh cycle (which takes several days), I was able to bring all of them back to nearly new condition!	0.0					27
39710	6866	B000YFY5U2	A3JWY8TCBF81H0	Baby	2	Overall this chair is alright, but limited in its usage.	0.0					10
35788	6212	B000PL7H2I	A2B0FGKAU4CWNC	Sports & Outdoors	2	I already own a Ka-Bar and know how durable this particular knife is.	0.0					12
73075	12167	B005WPP8CS	AYTY3P2WFC2M3	Baby	3	Living in Arizona, we deal with a lot of sunlight and wind, and this protects from both without making it too warm inside the car seat while running to/from the car.	0.0					30
17078	2881	B0002E2KPC	ALVO1A5UB8DG0	Musical Instruments	1	... but for a small woman with small hands, its difficult to operate.	0.0					12
61559	10410	B003JZ6XNG	A30K25E83RRQQL	Baby	1	The surface of this mat and prop pillow is slippery, which means that the pillow does not stay in one place and slides all over.	0.0					25
12067	1934	B0002CZUUG	A23AKO4BZLZ8DE	Musical Instruments	6	Then I switched from the rear pickup to the front and BANG there was that sound I was looking for.	0.0					20
54901	9327	B002J4U8OS	A3USJUE6A0VPSK	Baby	1	I bought this because it looked cute and fun.	0.0					9
21476	3717	B0002H04NE	A14BICJ93WO926	Musical Instruments	2	They sound great and they are (relatively) inexpensive for bass strings.	0.0					11
76515	12761	B007VGI4TU	A38AXM41DVCCO5	Baby	4	It is okay, I doubt I will wear it when he gets older.	0.0					13
48072	8161	B001GF715K	AV2FJV0OF509U	Sports & Outdoors	5	I would not recommend this product.	0.0					6
12830	2015	B0002CZVK0	A1BH17V8BKLES	Musical Instruments	3	"This pedal covers the ""White Room"" by Cream Tone perfectly."	0.0					10
42383	7264	B0015KVAEE	A30Z0GG96D11EO	Toys & Games	10	This isnt the game for them, atleast not at this point.	0.0					11
71568	11929	B005FKF1PY	A30J7WQV0ZNRXG	Musical Instruments	15	If the need is for a tuner that attaches to ONE instrument and will, essentially, live there, it is nice little tuner which remains functionally invisible to all but the player.	0.0					31
42667	7319	B00162RKFY	A3FSUK6BB76S8U	Sports & Outdoors	1	said it would fit my Kel Tec, but doesnt.	0.0					9
24349	4202	B0007TAJ0K	A3GRXALJUGOP6D	Sports & Outdoors	2	It fits the broadheads securely and enables me to tighten them down well, as well as remove safely.	0.0					18
6315	927	B00005C1TG	A2S5U4E76GZB04	Baby	2	I must say I loved the drop-ins until the expandable drop-ins came out.	0.0					11
21411	3702	B0002H02IG	A2LXCPYCPZJVW4	Musical Instruments	2	They are all very well made.	0.0					6
19546	3310	B0002GJ6FC	A2D0F87RY5YMHN	Musical Instruments	1	This is a needed tool when changing strings on guitars especially if you change your stringws often as I do.	0.0					20
341	66	158978068X	A24LFAY8C6YGAV	Toys & Games	3	If you tell a narrative as youre playing it helps a bit with engagement, but I feel that some of the effect cards are simply way too powerful.	0.0					28
42201	7238	B00154OJOI	AD175S3OJX0DG	Musical Instruments	2	I knew these were not the ones I sought, but they are great.	0.0					13
65472	10994	B0049Z4UQ2	A1VHYBN1NV73LZ	Musical Instruments	7	Users of MXR Carbon Copy swear by them.	0.0					8
43744	7487	B0018AC4GY	A2MLCDNF281RIW	Sports & Outdoors	12	It doesnt rattle around and theres still plenty of space in my trunk for little things I might pick up at a store during my trip.	0.0					26
79856	13296	B00A4U2NIS	A2VNUI9CZ49FTR	Toys & Games	7	I marked on the wall where the bracket was before taking it down.	0.0					13
3327	460	B000022439	A2X61KKXXR6WNP	Tools & Home Improvement	1	It is made of nice heavy material that wont tear or puncture.	0.0					12
8838	1350	B000096M5Y	A1F31JJEII0KLC	Baby	1	This is the worst pad I have tried.	0.0					8
9163	1401	B00009W40D	A12YXGXV4MATDS	Musical Instruments	2	I ordered both at the same time, other than that they are good hot mics...	0.0					15
27822	4801	B000CSVK6I	A36I3YX5FSZZ68	Sports & Outdoors	5	Just give the ducks a couple tens and be prepared to cutem.	0.0					12
48598	8240	B001HBHNJW	A34BFC6RCOOLNT	Sports & Outdoors	1	The Israelis are geniuses, this is the second LULA product I have purchased and I am not disappointed.	0.0					18
48732	8264	B001I1M95E	A2MS9G18ZL17II	Tools & Home Improvement	1	My eletrcian installed this when he hung the fan.	0.0					9
32637	5627	B000KDM3BG	A3QS4WWC1LCA6H	Sports & Outdoors	7	Be ready to sweat after a two minute workout.	0.0					9
11043	1750	B0001IX7TW	A1ULJORV1LN39U	Tools & Home Improvement	2	We use it at a school to cut off excess plaster of Paris, which is damp and very hard on other saws.	0.0					22
12290	1947	B0002CZV46	A26M5O53PHZTKN	Musical Instruments	4	The switch is easy to use.	0.0					6
13661	2182	B0002D02IU	A3BMI7VGJT60Y7	Musical Instruments	43	(Pay no mind to the reviews the guy on the GearWire YouTube channel did.	0.0					14
70029	11709	B0050EJBQ0	A3U5VP06Q1W4DB	Tools & Home Improvement	15	Connect the water supply to existing lines, bolt the seat down, plug it in.	0.0					14
23304	4036	B0006FHBBA	A3S96B2GBP04N2	Baby	3	My baby is usually fed at the breast but I pump and thankfully my baby doesnt have any issue switching from breast to bottle and back again.	0.0					27
16814	2814	B0002E2G2O	ADH0O8UVJOT10	Musical Instruments	6	They would look great on a either a Strat or Tele.	0.0					11
60006	10149	B003ARSYR6	A2L46U9X378VKP	Tools & Home Improvement	28	These would be used as test pieces.	0.0					7
24588	4243	B0007YDEGQ	A2D1W9IY1XILYX	Toys & Games	5	So I gave it 5 stars for it educational value, it teaches colors, stacking several thing on top of each other, and if you sit down with your children it also teches counting.	0.0					32
21099	3631	B0002GZ052	A3F1GM7ZAZD1SW	Musical Instruments	16	"""The pedal itself is very attractive, appears indestructible, though I have my doubts about their """"string"""" mechanism over time."""	0.0					19
55528	9427	B002NGNF24	A10E3V94MQ9IVU	Baby	33	The toy bar location is not adjustable.	0.0					7
40993	7055	B0012SXXK8	A30HYKFL7ERFE7	Sports & Outdoors	11	Unfortunately, it was pointing right at his face.	0.0					8
25275	4352	B0009PUQEG	A30M3JN70MT85J	Sports & Outdoors	1	I bought this for inflating the air mattresses we use when camping, etc.	0.0					13
69366	11608	B004VV9X4I	A2FRAS05LEI6JJ	Tools & Home Improvement	5	Thats the reason I gave these clips four stars, because nobody is going to stop every 30 miles when theyre on a trip, or moving.	0.0					24
16679	2799	B0002E1O90	A30J7WQV0ZNRXG	Musical Instruments	5	Pick up a set - they ARE different and, in many ways, better than the more standard Phosphor Bronze strings that were the best before these came along.	0.0					27
83368	13813	B00E1CI2W6	A1UVWTNPX8TR0G	Baby	11	That means the cover is SECURE, not going to pop off in the diaper bag - but if youre in a hurry to feed a screaming infant, it would be nice to be able to use only one hand to pop it off.	0.0					42
75730	12616	B007EO8GHE	A1NGFGBX2VCQS8	Tools & Home Improvement	1	I had a remodel job to do which involved removing tile from a concrete floor for new fixtures so I needed a roto hammer.	0.0					24
65400	10980	B00499SD4S	AEL6CQNQXONBX	Tools & Home Improvement	16	This faucet is entirely stainless steel.	0.0					6
6934	1025	B000063XTX	A36GYH53Y6WXY0	Tools & Home Improvement	1	I ordered this template guide set and expect to get working with the Bosch router right away.	0.0					17
62009	10491	B003O84ZVU	AIBRTGBN07D6A	Tools & Home Improvement	8	I liked the patch panel so much, I ended up putting one in my mountain house and mounting it right next to the fuse box and it looks great (if you dont mind the wires coming down the wall).	0.0					39
68292	11437	B004PZPZQU	A2FNJ6EZ80H1CQ	Toys & Games	18	To give his alt mode some teeth.	0.0					7
57657	9761	B002ZKDUVE	A1F4Q751KNPE6D	Tools & Home Improvement	6	The base is nice and heavy so there is no unwanted tilting, falling, etc.	0.0					14
44016	7522	B0018T09ZI	A2VKY8WACJ550Y	Baby	2	I thought the Ekstra were too thick at first, but after wearing them they were perfect for wearing for a full day out of the house.	0.0					26
66077	11082	B004DEVDZK	A216CBON6HHOJS	Tools & Home Improvement	5	I was able to route it around the handguard so that it stays out of the way, but it isnt very secure, and could snag on something and pull free.	0.0					30
2053	313	B000022314	A2AOZY4AHTZ59O	Tools & Home Improvement	5	I dont understand the user that had a problem with the light and the hold down.	0.0					16
85042	13987	B00J8B47ME	A36K2N527TXXJN	Baby	17	It is not built from the highest quality plastics, but it does get the job done.	0.0					16
48359	8199	B001GYVANK	A33TXOBERAPUGE	Tools & Home Improvement	5	This was a huge improvement over my previous lathe.	0.0					9
38356	6647	B000VSKAME	A2YTY7GHN1NH37	Sports & Outdoors	15	The wide bed is great if you want to do roll stretches, as in side to side stretching.	0.0					18
19778	3351	B0002GLCRC	A87NFCCTUG4PO	Musical Instruments	4	They seem to come from a variety of wood - mine are not a matched set even though I ordered two of the same part.	0.0					24
18127	3054	B0002E4Z8M	A2XXBZPQT5EXHV	Musical Instruments	5	One for bass rolloff and one for mid-range emphasis / presence boost.	0.0					10
77122	12852	B0083WQQ82	A1GJC2H1T87KB0	Toys & Games	2	It works and fits just as it should.	0.0					8
9386	1439	B0000AQK7W	A1EVLNUZL1BOCK	Tools & Home Improvement	1	I am usually the sort of person who wants to go and see a product in person before making a purchase online.	0.0					22
6332	930	B00005C2KF	A5BCGI9V38TJ1	Toys & Games	1	I shake to much so my paint job was horrible.. but it wasnt the paints fault it was the painters.	0.0					20
40379	6966	B00112CHCK	A3ATKIU6MZZ4MU	Toys & Games	6	Each round, a different player is it, and flips over a green apple card, which ahs an adjective on it, such as hardworking, foreign, or shy.	0.0					26
40857	7040	B0012NLBIO	AUVBC51DCQWWA	Sports & Outdoors	1	The SRAM bike grips were shipped promptly as expected and were priced within my budget.	0.0					15
68882	11526	B004T5ZV6U	A1RZAT5C8OLHD9	Toys & Games	1	My daughter loves liv dolls more then barbies.	0.0					8
40327	6956	B0010TC9FO	A2AJDCY5XJDTYH	Baby	3	going to stick with the originals which were more forgiving.	0.0					10
53234	9046	B0028ZIWBO	A3UTJA64E85J3T	Sports & Outdoors	3	It works and holds up strong, after all it is a Maxpedition product!	0.0					13
57972	9823	B0031ELKHY	A167VW6XC1391H	Baby	5	Last about 4 to 6 months with everyday use before needing to be replace.	0.0					12
44814	7667	B001ARYU44	AL9S1LAXMX91Z	Sports & Outdoors	6	I am an Ex-marathoner, cyclist, swimmer, quiting all because of seizures.	0.0					10
46063	7884	B001CWD75A	AEVHZKKNIBGY5	Baby	5	They arent really sewn at the proper points to be able to tie them on the slats of our crib.	0.0					20
4401	613	B00004D3EU	A1ZFEN9RTB58OD	Baby	3	Well, I got it together all right but it is WAY too big for the bathroom and/or kitchen sink so I had to put it in the big tub from the very beginning.	0.0					32
76852	12817	B008186IAY	A2LAS014NSRW72	Tools & Home Improvement	12	Youll see much of the faucet in the mirror (no big deal, its gorgeous), but a bit different to get used to when mine was so low before.	0.0					28
78774	13106	B008Z98CG2	AFR0L1V58NIBR	Baby	3	Giving it three stars still because at least she will be able to grow into them one day.	0.0					18
25330	4362	B0009Q2AA8	A2JP9E1H0SF392	Sports & Outdoors	3	I already had separate Deore brake levers to go with this Alivio shifter.	0.0					13
84713	13956	B00HGN1WTM	A1EVV74UQYVKRY	Baby	10	I was provided a sample for testing and review.	0.0					9
78878	13127	B00915341C	A3OAV4N63O4GXA	Tools & Home Improvement	13	This coupled with a pocket clip that loses its strength really fast = a flashlight outside of your pocket hanging by the threads of your shirt.	0.0					25
75161	12515	B0073H6QUG	A2AKWXPMGQ8WFR	Baby	8	I often walk 3+ miles with the Bee.	0.0					7
54158	9205	B002DZ7FUS	A3TA1A3PXA42T4	Sports & Outdoors	1	Such a true statement, was hard to resist getting this.	0.0					10
18982	3193	B0002F7K7Y	A136IQFGB01KQB	Musical Instruments	2	I have had nothing but problems with Ernie Ball strings, especially the higher ones unravelling at the ball ends and breaking as you are tuning up for the first time after a change.	0.0					33
78217	13014	B008M0TUO2	A88BN92QXACY7	Baby	10	Also, it must be in this locked position for the outer lid to not come off when you twist it to expose the straw, and it wont go in the locked position unless the tabs are lined up correctly.	0.0				after	39
20772	3578	B0002GXZK4	A1LQC225SE8UNI	Musical Instruments	8	The body is a bit larger in the lower bout than I expected, but it sits on the lap more comfortably than a dreadnought.	0.0					24
13258	2104	B0002CZW0Y	A11E4FWMN9BXJD	Musical Instruments	3	Besides, it wont look this good.	0.0					6
9550	1463	B0000AQRST	A7E0CJH464L82	Musical Instruments	1	This is the #1 mic you should get, recording or live, instruments or voice, it always come through  with a great sound and seems almost indestructible.	0.0					25
19910	3387	B0002GLDQM	A3OXHLG6DIBRW8	Musical Instruments	1	"""This Dunlop """"Ergo Pickholder"""" is so convenient for storing picks directly on the guitar."""	0.0					14
735	98	1603800859	A16GBXDS51J019	Toys & Games	2	By the time I had gotten the dishes done and made lunches for the next day, he had it out of the box and was already programming it.	0.0					28
63576	10710	B003YHM324	A5EO7KCB0JZR8	Baby	5	Theyre actually bigger than several of my daughters cloth bibs, and as a result, she almost never gets food on her shirt while wearing one of these (a common occurrence with the cloth).- They fold up and take up virtually no space.	0.0					42
17774	3012	B0002E3CHC	A3EXWV8FNSSFL6	Musical Instruments	2	DAddario has finally made a string that is comparable to and maybe a little tiny bit better than the Elixirs.	0.0					20
38223	6622	B000VFJOL0	A3FRVWLF4CZ2B4	Toys & Games	4	Children will enjoy it; just dont expect something too big.	0.0					10
59520	10072	B0038JDV7O	A37Y4XDN7TMTUH	Baby	3	So I changed to this one.	0.0					6
40532	6985	B0011E81SM	A2EB0RM39B711B	Baby	2	I wish they offered the organic covers in more colors and styles.	0.0					12
63749	10735	B004044LD4	A3B2HKYUMY7V27	Baby	1	Only problem is that you have to take the entire mattress out to change a sheet if you have on a crib bumper as the mattress and the fitted crib pad fits snug which is perfect to avoid accidents to your baby.	0.0					42
77357	12885	B0085WX4O4	A2HMH29VFV0HIR	Toys & Games	3	Hes a good addition to any transformer collection.	0.0					8
31253	5391	B000HP5INW	A1DDKF0720PJ72	Tools & Home Improvement	3	As a result, I decided to add a humidity sensor to the fan so that it would come on automatically.	0.0					20
75911	12646	B007IG0TVO	A69TA845GUQAF	Toys & Games	4	I just wish they made sets for little girls!!	0.0					9
80622	13419	B00ASI748A	A1C66LMRGMGV19	Baby	15	The child tray provides ample room for a sippy, snacks, and maybe even a toy.	0.0					15
25332	4363	B0009Q4MBI	ARSFU11KZ3RUI	Tools & Home Improvement	1	I baught this remembering how hitachi mades such good drills before.	0.0					11
55652	9443	B002OL1UBQ	A2EV6SYBRUH90G	Baby	3	I bought 3 packs to start and will but more if needed.	0.0					11
84753	13961	B00HQYFZGM	A379DLIAF0MFM5	Tools & Home Improvement	8	With the Dewalt that time was slashed to less than 5 minutes.	0.0					11
68658	11500	B004SCND1E	A18WWX4CSEEJTQ	Baby	3	He holds the head up by his face to use as a pillow and likes to play with the ears as he dozes off.	0.0					24
57453	9730	B002Y5WKYS	A32T2XLRS3XKOL	Toys & Games	2	"She needed a ""clue""on what to do with it."	0.0					10
6646	986	B00005RCQS	AUBKXJYRKGOF4	Sports & Outdoors	6	I was also using this mat on top of a carpet and found that it tended to slide around, though I think itd stay in place better on wood.	0.0					29
10106	1588	B0000C50S8	A5IEN7V2CQVUA	Sports & Outdoors	2	The boresnake cleans about 97% of the residue and really does a great job.	0.0					13
79942	13313	B00A88B16Q	A2VAIHJJ0KV28S	Toys & Games	5	Wish it was better made and had the complete pieces.	0.0					10
41207	7084	B00134PM7I	AW7VVW61YKZIQ	Toys & Games	17	One note, if you buy this for Christmas or a gift I would take it out of the box and try the software downloads and put the batteries in BEFORE you give it away so it can be instantly played with because the software and battery install takes a very long 20 minuts for a child excited about a new computer.	0.0					60
40708	7017	B0012ADSN8	A25964AYJGK6FR	Baby	14	It bows out giving less space for the lid.	0.0					9
80391	13381	B00AJSJFYU	A3PNYVNY4FKDXF	Baby	6	Visitors have been able to figure it out quickly.	0.0					9
34625	6010	B000NV5VDW	A1NPJAGS4R07O0	Baby	1	I buy this for a long weekend at the beach and it saved our lives.	0.0					15
80147	13348	B00ADKNOJ6	A35BKYZ8RLIG9T	Toys & Games	7	There is no good way to put the game back into the box for storage.	0.0				after	15
62923	10619	B003VNKLIY	A2QI6IFOCZF984	Baby	7	Its sturdy, seems to be well made, and doesnt look bad in my living room.	0.0					15
35678	6195	B000PEM63K	A22CW0ZHY3NJH8	Sports & Outdoors	3	The InStride came to me in three main pieces, a bunch of screws, and a hex wrench.	0.0					17
71577	11930	B005FKF1PY	A3MMISYL1GBXH4	Musical Instruments	2	Though I am not a professional musician, I find each them to be of equal accuracy.	0.0					16
44358	7583	B0019GEU5K	A3FBM0RMCMAABV	Toys & Games	1	If you are trying to train a little catcher then you cant do without this product.	0.0					16
9710	1492	B0000ATOFK	A95O40OHFMGB7	Sports & Outdoors	9	The benefit of the size, besides being able to accommodate 2 people in relative comfort is that it provides a wide variety of options for enjoying it.	0.0					26
71565	11929	B005FKF1PY	A30J7WQV0ZNRXG	Musical Instruments	12	The fundamental issue is that in lieu of the spring clips that we used to attach other versions of the Planet Waves tuners to the guitars, this one has a basic manual expand and contract clamp.	0.0					36
57947	9816	B00318RIJ4	A19RGDJPNZ7NZ	Tools & Home Improvement	6	I highly recommend them since my experience with them was so positive... didnt even have to drive down to the local auto parts store!	0.0					24
71305	11905	B005EM77G4	A328PUV3WSX4NI	Tools & Home Improvement	15	cons:o a noticeable delay when turning on cold - about a second, made me wonder if I didnt put it in all the way.	0.0					24
20439	3506	B0002GWFEQ	AKAVVQMXSAIGX	Musical Instruments	2	Theyre sturdy and convenient, and so much more attractive than adding a shoelace to your strap.	0.0					16
74247	12362	B006OG76Q0	A2U83VDVJMAB2U	Toys & Games	3	Once it was ready for playing, she simply couldnt get enough of it.	0.0					13
36793	6388	B000RW0O02	AMTQJ1ZZ58BO4	Musical Instruments	7	This pedal is more than capable of providing that boost.	0.0					10
44051	7528	B0018TIADQ	A341MNU9GWBWKS	Musical Instruments	2	Came very well packaged and with all the pieces.	0.0					9
70966	11852	B005AW0RNS	A229HWN7ZXG2WH	Toys & Games	5	I have it two stars as opposed to one because the remaining track, as per the other reviews, does seem to fit Brio and no brand attachments.	0.0					27
70282	11743	B0051SDXNC	A3EU0K2H0FHT30	Baby	3	It looked great and it seemed easy to assemble.	0.0					9
66563	11173	B004GXA6L0	A1D98BFYISNW4O	Baby	11	Usually I just turn it over to shake out the cheerios.	0.0					11
14006	2259	B0002D0CEO	A32ZC1AIF9B85	Musical Instruments	4	Cheap and easy to use, cant beat these picks!	0.0					9
54060	9181	B002D3XEKA	AJNYSNW0JWCT4	Baby	6	This will make for great storage.	0.0					6
65091	10937	B0046LQ85A	A1HGXLP6WATS4B	Tools & Home Improvement	16	I am still very pleased with the lamp but have updated the bulbs yet again to a couple of candelabra base LED bulbs which I purchased locally.	0.0					27
47979	8153	B001GAOOG4	A14J87NHJAGPYR	Tools & Home Improvement	4	I will probably put some low self discharge(Rayovac Hybrid or Sanyo Eneloop) NiMH batteries in it.	0.0				after	17
3103	430	B0000223VX	AQ2A8DCKXH7SO	Tools & Home Improvement	2	So I decided to replace the blade with this heavy duty Forrest Chopmaster.	0.0					13
43349	7417	B00178JDCK	A1THTWOPC9UOS4	Musical Instruments	5	Sounds:The classic reverb sounds (spring, plate, room, chamber) arent very distinct from one another.	0.0					15
71909	11984	B005IU9OVI	A3TTYLS3M665MQ	Tools & Home Improvement	4	The light is a bit harsh, but it points downward so theres not a lot of glare.	0.0					17
7796	1205	B00006JHVN	A1LB1ITKK71RXZ	Sports & Outdoors	9	I couldnt figure out how to attach it to the bike but that isnt my area.	0.0					16
59333	10042	B00385QVHA	A3IF2RRR8R84BV	Toys & Games	3	Then I checked out the dictionary and played a game.	0.0					10
81953	13609	B00BSWSFEC	A3JVUAN6RI36EE	Toys & Games	2	Her brother who is almost eight wanted one too.	0.0					9
15845	2644	B0002E1G5C	A3NGAQKJ6X088B	Musical Instruments	4	The downsides are its a bit awkward to turn, but easy to get used to.	0.0					15
52565	8921	B0023NVQ0K	A1HLF04O0EE8UY	Toys & Games	4	We only use one hand to put cards up.	0.0					9
27098	4675	B000BRGC3Q	A2NSXY5L42ZUGO	Sports & Outdoors	1	I bought this for both my arm and ankle (over sweats).	0.0					11
21095	3631	B0002GZ052	A3F1GM7ZAZD1SW	Musical Instruments	12	I will need to try that out, but it does not excuse Ernie Ball from their responsibility.	0.0					17
81635	13566	B00BLI3MUK	A36K2N527TXXJN	Baby	6	This is why I was so excited to try out Fisher-Prices Apptivity Entertainer.	0.0					12
3776	516	B0000224SE	AISWSWY8ANCUH	Tools & Home Improvement	3	This saw is heavier than the worm drive saws you might be used to.	0.0					14
46849	7997	B001E8PPM0	A2K14FCD18XF92	Sports & Outdoors	3	My husband says he has to fold his ear to get a tight fit.	0.0					14
13359	2123	B0002CZW0Y	A36C867ZDP30NQ	Musical Instruments	1	"""Filter is of good size (6"""") and easily comes apart for changing the fabric (I will probably use panty hose) if it gets torn."""	0.0					23
40066	6919	B000ZQ1HPG	A601XPH12C8G6	Baby	10	But sadly the fabric picks up a ton of little pieces of dirt, leaves, needles, crumbs, and whatnot.	0.0					18
78009	12977	B008GVGKPY	A27UEYOX342VT4	Baby	3	As he was too young to sit on the Ergo Baby Carrier without the insert (legs spread), we had to wait 4 more months to start wearing it.	0.0					27
30223	5197	B000GB1R5K	AMTF0B4VKQRPG	Sports & Outdoors	1	I have been purchasing this model (or very similar) Casio watch for nearly the last 14 years.	0.0					16
59144	10002	B0037H3EB0	A38RMEDWLM2XDU	Sports & Outdoors	6	I probably shouldve paid more attention to the photos to realize this.	0.0					12
28266	4881	B000EEJF4O	A1EUO0BU72JR7T	Musical Instruments	2	It got rid of that scratchy feeling when I bent strings, dissolved the crud, and makes the fretboard look just lovely.	0.0					21
23006	3990	B00065WPP2	A1QPPZ31S5TC0U	Tools & Home Improvement	2	Clamp the jig on to the apron with a c-clamp and drill and angled hole for a screw.	0.0					17
7819	1207	B00006JKXE	A3Q95BE66KD8ET	Tools & Home Improvement	8	For a long time the DeWalt website has been a real joke, so far as getting product info and accessory parts was concerned.	0.0					23
77903	12968	B008EYOGL8	A3RGN75LHYAG8U	Baby	15	Its nice looking and doesnt take up much counter space at all.	0.0					12
12338	1954	B0002CZV78	A1EX4410F46C8O	Musical Instruments	8	Perfect if you want to fatten up that really heavy chorus in a song and make it sound really full.2.	0.0					19
57805	9793	B0030CW3C8	A2A1S9QAOUU1KD	Tools & Home Improvement	4	It dims to about 15% or so, which is a nice subdued light for dinner, and at full power is bright enough for reading, which is the other major use for this fixture.	0.0					32
2752	386	B0000223O3	A3PR5NROOKHUBV	Tools & Home Improvement	18	I am completely sold on this product.	0.0					7
74362	12383	B006QF3TW4	A2FI3YOBU8RLKY	Sports & Outdoors	1	My buddies and I went on an overnight recently.	0.0					9
4371	609	B0000488W2	A3JEFPEUXUS0I	Baby	3	If you take your time, ready the instructions, plan it out, and execute; it works great.	0.0					16
82434	13686	B00CFAA6IY	A2YCEKVUN1W5F1	Toys & Games	2	most likely they will be very bored with it.	0.0					9
56494	9579	B002TOKHIK	A3QNPHJ0HOVA0A	Baby	4	I ended up getting a green color.	0.0					7
75511	12579	B007A9YSPW	A3HNWFTUH1D8XD	Tools & Home Improvement	3	Not worth returning as this torch is dangerous.	0.0					8
65449	10992	B0049XT8BG	A71W7G4TCTH3T	Tools & Home Improvement	1	My hubby used this tool over the weekend to alter an earring display.	0.0					13
74148	12343	B006O6EIEI	ANOVW3DZ7YSNF	Toys & Games	2	SHE LOVED AND STILL DOES LOCE HER BARBIE CAMERIA.	0.0					9
25800	4453	B000AC6DVS	A3HKZSCGFU9T2A	Musical Instruments	2	This is a classic design that people have used for years and I can see why.	0.0					16
69635	11653	B004XQX4CI	A2Z5D065JAEB3	Tools & Home Improvement	3	Very similar to Rockler tools but no sale needed and its not blue.	0.0					13
29515	5073	B000FI6WXQ	A2ETZFYVRCW8FD	Sports & Outdoors	4	The basket itself is a nice size for groceries and gear.	0.0					11
38391	6653	B000VUAGAS	A3E02KBFI21TY0	Sports & Outdoors	5	I am really pleased with these blocks.	0.0					7
63203	10657	B003WFKOSS	A2IO1SSPRYUSX8	Toys & Games	3	It does take a lot of patience and glue, but the end result is worth it.	0.0					16
28074	4848	B000E8X4L0	A9FUQA04WK9N2	Tools & Home Improvement	2	I went back to bare bulb ceramic fixtures with 800 lumen LED bulbs.	0.0					12
43302	7413	B00177BQIU	A34X4SQTAAJ8WP	Sports & Outdoors	7	[Original review]Bed is good and the extra height is nice.	0.0					11
24877	4285	B000960KNW	A3DJUUPM321IFI	Musical Instruments	2	These give you an added sense of security because they can be adjusted to work with gravity, the post sits in the lock rather that depending just on springs to hold it in place.	0.0					34
68203	11429	B004PFWZHM	A2T8TWZAWLQWBV	Musical Instruments	4	Now the mandolin is in this case and hopefully will keep lasting in there!	0.0					14
32920	5689	B000KUCQXY	A2Q6KC2KU2T0OL	Musical Instruments	3	you get the headroom you expect from a 20 dollar item.	0.0					10
